Index,Filename,Analysis_Summary,Target_Subject,Degradation_Type,Suggested_Operation,Target
1227,01890.png,Car has Overexposure,Car,Overexposure,Decrease Brightness,"The overexposure in the fusion image has been repaired, and the outline of car is clearly visible."
1228,01892.png,Road has Motion Blur,Road,Motion Blur,Sharpen,"The motion Blur in the fusion image has been sharpen, and the outline of road is clearly visible."
1229,01893.png,Road has Motion Blur,Road,Motion Blur,Sharpen,"The motion Blur in the fusion image has been sharpen, and the outline of road is clearly visible."
1230,01895.png,Streetlight has Overexposure,Streetlight,Overexposure,Decrease Brightness,"The overexposure in the fusion image has been repaired, and the outline of streetlight is clearly visible."
1231,01897.png,Streetlight has Overexposure,Streetlight,Overexposure,Decrease Brightness,"The overexposure in the fusion image has been repaired, and the outline of streetlight is clearly visible."
1232,01899.png,Streetlight has Overexposure,Streetlight,Overexposure,Decrease Brightness,"The overexposure in the fusion image has been repaired, and the outline of streetlight is clearly visible."
1233,01900.png,Road has Motion Blur,Road,Motion Blur,Sharpen,"The motion Blur in the fusion image has been sharpen, and the outline of road is clearly visible."
1234,01901.png,Streetlight has Overexposure,Streetlight,Overexposure,Decrease Brightness,"The overexposure in the fusion image has been repaired, and the outline of streetlight is clearly visible."
1235,01903.png,Streetlight has Overexposure,Streetlight,Overexposure,Decrease Brightness,"The overexposure in the fusion image has been repaired, and the outline of streetlight is clearly visible."
1236,01904.png,Road has Overexposure,Road,Overexposure,Decrease Brightness,"The overexposure in the fusion image has been repaired, and the outline of road is clearly visible."
1237,01905.png,Road has Low Contrast,Road,Low Contrast,Enhance Contrast,"The contrast in the fusion image has been enhanced, and the outline of road is clearly visible."
1238,01906.png,Streetlight has Overexposure,Streetlight,Overexposure,Decrease Brightness,"The overexposure in the fusion image has been repaired, and the outline of streetlight is clearly visible."
1239,01908.png,Road has Overexposure,Road,Overexposure,Decrease Brightness,"The overexposure in the fusion image has been repaired, and the outline of road is clearly visible."
1240,01909.png,Streetlight has Overexposure,Streetlight,Overexposure,Decrease Brightness,"The overexposure in the fusion image has been repaired, and the outline of streetlight is clearly visible."
1241,01910.png,Streetlight has Overexposure,Streetlight,Overexposure,Decrease Brightness,"The overexposure in the fusion image has been repaired, and the outline of streetlight is clearly visible."
1242,01911.png,Streetlight has Overexposure,Streetlight,Overexposure,Decrease Brightness,"The overexposure in the fusion image has been repaired, and the outline of streetlight is clearly visible."
1243,01912.png,Streetlight has Overexposure,Streetlight,Overexposure,Decrease Brightness,"The overexposure in the fusion image has been repaired, and the outline of streetlight is clearly visible."
1244,01914.png,Streetlight has Overexposure,Streetlight,Overexposure,Decrease Brightness,"The overexposure in the fusion image has been repaired, and the outline of streetlight is clearly visible."
1245,01915.png,Streetlight has Overexposure,Streetlight,Overexposure,Decrease Brightness,"The overexposure in the fusion image has been repaired, and the outline of streetlight is clearly visible."
1246,01916.png,Streetlight has Overexposure,Streetlight,Overexposure,Decrease Brightness,"The overexposure in the fusion image has been repaired, and the outline of streetlight is clearly visible."
1247,01917.png,Streetlight has Overexposure,Streetlight,Overexposure,Decrease Brightness,"The overexposure in the fusion image has been repaired, and the outline of streetlight is clearly visible."
1248,01922.png,Streetlight has Overexposure,Streetlight,Overexposure,Decrease Brightness,"The overexposure in the fusion image has been repaired, and the outline of streetlight is clearly visible."
1249,01923.png,Road has Overexposure,Road,Overexposure,Decrease Brightness,"The overexposure in the fusion image has been repaired, and the outline of road is clearly visible."
1250,01926.png,Streetlight has Overexposure,Streetlight,Overexposure,Decrease Brightness,"The overexposure in the fusion image has been repaired, and the outline of streetlight is clearly visible."
1251,01927.png,Streetlight has Overexposure,Streetlight,Overexposure,Decrease Brightness,"The overexposure in the fusion image has been repaired, and the outline of streetlight is clearly visible."
1252,01928.png,Streetlight has Overexposure,Streetlight,Overexposure,Decrease Brightness,"The overexposure in the fusion image has been repaired, and the outline of streetlight is clearly visible."
1253,01929.png,Streetlight has Overexposure,Streetlight,Overexposure,Decrease Brightness,"The overexposure in the fusion image has been repaired, and the outline of streetlight is clearly visible."
1254,01934.png,Road has Overexposure,Road,Overexposure,Decrease Brightness,"The overexposure in the fusion image has been repaired, and the outline of road is clearly visible."
1255,01937.png,Streetlight has Overexposure,Streetlight,Overexposure,Decrease Brightness,"The overexposure in the fusion image has been repaired, and the outline of streetlight is clearly visible."
1256,01938.png,Streetlight has Overexposure,Streetlight,Overexposure,Decrease Brightness,"The overexposure in the fusion image has been repaired, and the outline of streetlight is clearly visible."
1257,01945.png,Car has Overexposure,Car,Overexposure,Decrease Brightness,"The overexposure in the fusion image has been repaired, and the outline of car is clearly visible."
1258,01946.png,Road has Overexposure,Road,Overexposure,Decrease Brightness,"The overexposure in the fusion image has been repaired, and the outline of road is clearly visible."
1259,01947.png,Streetlight has Overexposure,Streetlight,Overexposure,Decrease Brightness,"The overexposure in the fusion image has been repaired, and the outline of streetlight is clearly visible."
1260,01949.png,Streetlight has Overexposure,Streetlight,Overexposure,Decrease Brightness,"The overexposure in the fusion image has been repaired, and the outline of streetlight is clearly visible."
1261,01952.png,Streetlight has Overexposure,Streetlight,Overexposure,Decrease Brightness,"The overexposure in the fusion image has been repaired, and the outline of streetlight is clearly visible."
1262,01956.png,Road has Motion Blur,Road,Motion Blur,Sharpen,"The motion Blur in the fusion image has been sharpen, and the outline of road is clearly visible."
1263,01959.png,Streetlight has Overexposure,Streetlight,Overexposure,Decrease Brightness,"The overexposure in the fusion image has been repaired, and the outline of streetlight is clearly visible."
1264,01965.png,Streetlight has Overexposure,Streetlight,Overexposure,Decrease Brightness,"The overexposure in the fusion image has been repaired, and the outline of streetlight is clearly visible."
1265,01966.png,Road has Overexposure,Road,Overexposure,Decrease Brightness,"The overexposure in the fusion image has been repaired, and the outline of road is clearly visible."
1266,01967.png,Road has Motion Blur,Road,Motion Blur,Sharpen,"The motion Blur in the fusion image has been sharpen, and the outline of road is clearly visible."
1267,01968.png,Streetlight has Overexposure,Streetlight,Overexposure,Decrease Brightness,"The overexposure in the fusion image has been repaired, and the outline of streetlight is clearly visible."
1268,01969.png,Road has Overexposure,Road,Overexposure,Decrease Brightness,"The overexposure in the fusion image has been repaired, and the outline of road is clearly visible."
1269,01971.png,Road has Motion Blur,Road,Motion Blur,Sharpen,"The motion Blur in the fusion image has been sharpen, and the outline of road is clearly visible."
1270,01972.png,Road has Motion Blur,Road,Motion Blur,Sharpen,"The motion Blur in the fusion image has been sharpen, and the outline of road is clearly visible."
1271,01974.png,Road has Motion Blur,Road,Motion Blur,Sharpen,"The motion Blur in the fusion image has been sharpen, and the outline of road is clearly visible."
1272,01977.png,Car has Motion Blur,Car,Motion Blur,Sharpen,"The motion Blur in the fusion image has been sharpen, and the outline of car is clearly visible."
1273,01979.png,Streetlight has Overexposure,Streetlight,Overexposure,Decrease Brightness,"The overexposure in the fusion image has been repaired, and the outline of streetlight is clearly visible."
1274,01980.png,Streetlight has Overexposure,Streetlight,Overexposure,Decrease Brightness,"The overexposure in the fusion image has been repaired, and the outline of streetlight is clearly visible."
1275,01985.png,Streetlight has Overexposure,Streetlight,Overexposure,Decrease Brightness,"The overexposure in the fusion image has been repaired, and the outline of streetlight is clearly visible."
1276,01989.png,Road has Motion Blur,Road,Motion Blur,Sharpen,"The motion Blur in the fusion image has been sharpen, and the outline of road is clearly visible."
1277,01990.png,Streetlight has Overexposure,Streetlight,Overexposure,Decrease Brightness,"The overexposure in the fusion image has been repaired, and the outline of streetlight is clearly visible."
